Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,IstEdnBksIntoMovies,"Maplewood, NJ, U.S.A.",,20:03:2020,5,"Bookseller with 30+ years experience buying and selling rare first edition books.  We studied under the dearly departed Robert Wilson of the Phoenix book shop in NYC.  In 1983 he introduced us to William (Bill) Targ the well respected published and senior editor of Putnam, which subsequently was acquired by Random House.  Bill Targ spent his last 20 years on Earth as a well respected book seller and taught us the the tools of the trade.",8330532,https://www.abebooks.com/istednbksintomovies-maplewood-nj-u.s.a/8330532/sf,/images/bookseller-homepages/4.jpg,{}
USA,Jackslegacy,"Devon, PA, U.S.A.",,13:11:2019,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",71718306,https://www.abebooks.com/jackslegacy-devon-pa-u.s.a/71718306/sf,,{}
USA,Jabberwock Books,"Wadsworth, IL, U.S.A.",,24:09:2012,5,"We specialize in signed limited editions, esp. Easton Press and Franklin Library.",3618786,https://www.abebooks.com/jabberwock-books-wadsworth-il-u.s.a/3618786/sf,/images/bookseller-homepages/7.jpg,{}
USA,James Gray Booksellers LLC,"46 Hobbs RoadPrinceton, MA, U.S.A.
          01541", +1 617 678-4517,11:01:2021,4,"I ve been selling Antiquarian books since 1992. I specialize in books printed or manuscripts written before 1700. My specialization is temporally idiosyncratic, I go off on trails, then off the trail and I discover new interests. I try to find as much as I can in the books, they are enjoyable, I enjoy the discovery and I hope you do too.",3191810,https://www.abebooks.com/james-gray-booksellers-llc-princeton-ma/3191810/sf,/images/bookseller-homepages/VendorStoreFront.jpg,{}
USA,Jackson Street Booksellers,"1119 Jackson StreetOmaha, NE, U.S.A.
          68102", +1 402 341 2664,13:08:1998,5,"Located in the Old Market area of downtown Omaha, Nebraska, Jackson Street Booksellers has been buying and selling used, rare and out-of-print books since 1993. We stock thousands of titles in all subject matter. We are a large, general shop with a special interest in scholarly titles in all fields with a focus in the subjects of art, literature, architecture, design, history, science and philosophy. With over fifty years of combined experience, our staff will provide the most knowledgeable and comprehensive book assessment in the Omaha metro area.",62281,https://www.abebooks.com/jackson-street-booksellers-omaha-ne-u.s.a/62281/sf,https://pictures.abebooks.com/storefront/62281/VendorStoreFront.jpg,"{'Adult_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5C2EXNnN7eldmt3OGj6Hsr.png', 'Africa_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7cIOPHsohKOdA6PRrvKfrO.png', 'African American_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3a886rnmhOUaXPIW433Wr4.png', 'Agriculture_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/73MnbXyk96kZMjANrmiJ7P.png', 'American Civil War_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2H3zWl3RbsL7bELeO7lzYg.png', 'American History_Jackson Street Booksellers': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3ibQKOkZEcMoKcdyoLA6bO.png'}"
USA,"James S. Jaffe Rare Books, LLC, ABAA","Deep River, CT, U.S.A.",,20:03:1997,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",6202,https://www.abebooks.com/james-jaffe-rare-books%2c-llc%2c-abaa/6202/sf,,{}
USA,Jan Baker,"Irving, TX, U.S.A.",,08:12:1997,2,Selling quality and hard to find children's books for over 15 years!,35028,https://www.abebooks.com/jan-baker-irving-tx-u.s.a/35028/sf,/images/bookseller-homepages/4.jpg,{'Childrens_Jan Baker': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1mhsZaGzWAFgL5DNKJrw2n.png'}
USA,Jane Atwood,"5006 Cliffwood Rd.Louisville, KY, U.S.A.
          40222", +1 502-425-4014,30:01:2001,2,Our books are listed and we welcome your questions concerning these books.,746963,https://www.abebooks.com/jane-atwood-louisville-ky-u.s.a/746963/sf,,{}
USA,JARE Inc. dba Miles Books,"2819 Jewett Ave.Highland, IN, U.S.A.
          46322", +1 219-838-8700,21:07:1998,4,"Greetings,

We are an independent bookstore open to the general public since 1984. We have both a physical location and an internet presence.

We deal in used, rare, and antiquarian books. We also order for our customers new books directly from our warehouses across the country and also directly from publishers.

We offer professional book appraisals for insurance purposes. Additionally, we can help with your book/Bible repairs or restorations.

Our shipping prices are fair. Each additional book ordered is a mere 25 cents. We do ship promptly. 

By special arrangements we can expedite your shipment via either USPS or UPS. Please contact us if you need additional help.
Thank you,
Jim Roumbos
Miles Books
1-219-838-8700",49384,https://www.abebooks.com/jare-inc-dba-miles-books-highland/49384/sf,/images/bookseller-homepages/4.jpg,{}
USA,JBK Books,"PO Box 306208 E. Main St
          
          North Manchester, IN, U.S.A.
          46962",,01:07:2016,5,"We have customers in all fifty states and over fifty-five different countries. Our goal at JBK Books is to offer an outstanding selection of desirable, collectible and antiquarian books at competitive prices. We began in 1981 selling educational software and books. By July 1999 we were selling on-line, and more recently our presence at AbeBooks was established. We strive to offer great service, careful and secure packaging, and prompt response to queries. Our listing here represents just a small percentage of our overall book and related inventory. Our intention is to continually augment and upgrade our on-line inventory. Should you want to schedule an appointment at our 208 E. Main Street bookstore in North Manchester, Indiana, please call or contact us through email.",63727277,https://www.abebooks.com/jbk-books-north-manchester-in-u.s.a/63727277/sf,/images/bookseller-homepages/10.jpg,"{'Agriculture_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/35CjGKNcOmJEiG16OdDdPO.png', 'Americana_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/aq9WRjiW4YdtDnAqzCywS.png', 'Animals_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/pxejZhhKZbyXLPegvBkv3.png', 'Anthropology_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/60aI80C1X2einL7NwvzvGt.png', 'Archaeology_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4rdqWeisSL9gYMzofRRYCz.png', 'Art_JBK Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4sQPh2MbDCRYAS9avyAJpD.png'}"
USA,"Jean Blicksilver, Bookseller","Atlanta, GA, U.S.A.", +1 404-861-9285,06:10:2000,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",632551,https://www.abebooks.com/jean-blicksilver%2c-bookseller-atlanta-ga-u.s.a/632551/sf,,"{'Animals_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/22s6nvK5d0njMAPh10uwaM.png', 'ART_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3YZxZpNmyQeER4hnRWs8y2.png', 'Black Studies_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3qsNw1CbZljPAFZCJaIjjj.png', 'Business_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6uBcT528JHNlmruBcC5alx.png', 'Christian_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5YcC4t1rrUKH258tHtwWYQ.png', 'Cookbooks_Jean Blicksilver, Bookseller': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4Nps8VuafnVy2qCaDkBtex.png'}"
USA,Jeanne Doran,"Hollywood, SC, U.S.A.",,02:09:2020,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",60702062,https://www.abebooks.com/jeanne-doran-hollywood-sc-u.s.a/60702062/sf,,{}
USA,JB's Book Vault,"Buffalo, WY, U.S.A.", +1 (307) 620-2878,21:01:2020,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",72554644,https://www.abebooks.com/jbs-book-vault-buffalo-wy-u.s.a/72554644/sf,,"{""African American_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7kemrqM9bo12uDXy3mVasK.png', ""Ancient History_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2MhmWjKcNCYJEJ0ymUG9RN.png', ""Animals_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1nsEFfEQr8lbGLiCfJUgZs.png', ""Anthropology_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/52jiFJiOXrAhZMjpZQN7em.png', ""Antiquarian & Rare_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2mlNyF99CcL9SKR7X25SPL.png', ""Antiques & Collectibles_JB's Book Vault"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7GEdfdcSaap5a4DUEtHtSa.png'}"
USA,"Jeff Jeremias Fine Arts, RMABA","Aurora, CO, U.S.A.",,21:03:2003,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",12377,https://www.abebooks.com/jeff-jeremias-fine-arts%2c-rmaba-aurora/12377/sf,,"{'Art_Jeff Jeremias Fine Arts, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4JhWQ9NtwPYfzvF0js1Ng9.png', 'Art History_Jeff Jeremias Fine Arts, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5AunDXrBDG0fXQ87YMDoXm.png', 'Photography_Jeff Jeremias Fine Arts, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5TjlIU8LGa5L24OOlNJQ9h.png', 'Psychology_Jeff Jeremias Fine Arts, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6XWvPrEZTqg0t93QZectjy.png'}"
USA,Jeffrey Blake,"Willow Grove, PA, U.S.A.",,21:11:2017,4,"Welcome.
I have been selling books on ABEBooks.com for almost 20 years. Until recently with the Harvest Book Company but now I'm on my own and starting all over with ratings and building trust.  (Harvest had a rating of 5 stars) I care about customer satisfaction because it is the right way to do business.  

Please feel free to contact me with any questions or if you are not happy with your book let me know and we'll work it out.

 Thank you for you business.

Jeff",65693811,https://www.abebooks.com/jeffrey-blake-willow-grove-pa-u.s.a/65693811/sf,/images/bookseller-homepages/5.jpg,{}
USA,Jenison's Books,"Canton, NY, U.S.A.",,17:04:1999,5,If any questions text first 315-212-3046 and I will return your text or call that number.,146479,https://www.abebooks.com/jenisons-books-canton-ny-u.s.a/146479/sf,,{}
USA,JennitivityBookShop,"1806 Summit Ave Box 1096Richmond, VA, U.S.A.
          23230",,14:01:2022,4,"Online book shop specializing in pre-loved true crime, mystery, and the occasional horror titles. Dedicated to providing the best diverse gently used titles, encouraging sustainable book purchasing practices, saving the consumer money, and advocating for literacy for all. ",84105830,https://www.abebooks.com/jennitivitybookshop-richmond-va-u.s.a/84105830/sf,https://pictures.abebooks.com/storefront/84105830/VendorStoreFront.jpg,{}
USA,Jen's Books,"Douglas, WY, U.S.A.",,23:05:2003,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",2848504,https://www.abebooks.com/jens-books-douglas-wy-u.s.a/2848504/sf,,"{""1st Editions_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2kL1TaaTwwAj8ktoGJLqDy.png', ""Adventure_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1QECo2AWAmo1LffxBe4W2K.png', ""Animals_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/ZQDqiJAGPrt5TAD6TiSXL.png', ""Archaeology_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6gPzOP7l0SsMjj4fcV0hW0.png', ""Art_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2uneIfi9INbohLqOYRaWtN.png', ""Autobiography_Jen's Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7XnM6sEt8rxNhpaksd2Ien.png'}"
